loan_number,amount_borrowed,borrower_rate,prosper_rating,term,age_in_months,origination_date,days_past_due,principal_balance,service_fees_paid,principal_paid,interest_paid,prosper_fees_paid,late_fees_paid,debt_sale_proceeds_received,loan_status,loan_status_description,loan_default_reason,loan_default_reason_description,next_payment_due_date,next_payment_due_amount,co_borrower_application
1530542.906150667,18561.270417306987,0.05042361267966307,E,34.74545965226321,9.916869354760877,,-18.36322306346169,12038.757200681763,-82.42322460019076,-324.87940653185615,642.0939281938438,1.633105895038132,0.9810631643541005,0.0,3.111131331903111,CHARGEOFF,2.2800442590643506,PaidInFull,2022-03-05 00:00:00,265.82692299027667,
1569789.5368552606,10143.188256725178,0.09597284797476982,B,38.502574464570394,11.618591304475572,,-27.942617652555292,9891.612604635986,-35.99511501569604,-1988.8795085591332,594.7526442145927,-6.624065018705089,-1.4561915785634847,0.0,0.49738980598218696,COMPLETED,3.28319571980439,PartialSettlement,2022-03-11 00:00:00,56.42006552793387,
1585420.4225421012,18142.948890035128,0.0375738814982324,D,38.10805394501709,15.637259727409027,,-18.10947573307234,25178.09408086456,-26.685529660467537,3785.8006394699,-960.5740598726848,4.791493038201044,11.23883866206933,0.0,1.989534169037177,CURRENT,3.2536639272134114,PartialSettlement,2022-01-06 00:00:00,696.9607812757987,
1622342.452903907,22483.373603551903,0.20284087374683574,HR,37.16049084399387,9.764476352313302,,29.1870766203663,13640.743277550933,-249.44256896608618,-469.645874085631,1092.3849271811612,13.323846295368336,13.916836353721417,0.0,0.34633398900112766,DEFAULTED,2.150815083064272,Deceased,2021-09-13 00:00:00,-70.93290528656865,
1701269.5881377608,1385.1172324575546,0.07659214659915553,AA,67.14641747530044,7.24753672173759,,-3.099319386358033,155.01764024643853,-71.65740678844567,7422.444768571069,696.132782050634,-2.891937725274261,13.468677318106746,0.0,0.09311081913428332,DEFAULTED,2.9535381883801484,,2022-01-25 00:00:00,-30.725559395491587,
1560818.3025736227,9833.778692822329,0.15362409110692654,B,51.671949176254515,11.25190573489509,,17.76557396764962,14984.733828417784,-70.95955069267362,-5964.1420147432855,1207.4958153893028,3.51996192124441,6.894033273568551,0.0,0.7096646161390135,CHARGEOFF,1.8722864112142794,Deceased,2021-09-24 00:00:00,-139.8737981214557,
1653944.2610671336,5914.05976742186,0.1996126068599874,AA,27.97297507954524,13.525991051200506,,14.628124371578178,21672.648075671867,-22.456529720140473,2635.5133673597834,870.3047733840305,-2.7110750108439414,-1.5652558411279514,0.0,0.4140531773327303,CURRENT,3.7012651214208576,Bankruptcy,2022-04-07 00:00:00,815.3871989755728,
1645560.7315705314,2555.522376445102,0.16906299722825885,D,40.365261858462645,3.896064697634041,,-0.7149614330668026,-2712.619316286464,-118.56146959184176,8317.47602437524,1837.492314342183,12.479649033513073,-0.02265780524924732,0.0,-0.3634593103518535,CURRENT,2.616332580005817,PartialSettlement,2021-10-07 00:00:00,414.9315086889057,
1616584.0825414725,19702.143866196675,0.16034843529342985,A,22.21765538933222,6.610403975682128,,-5.443885642668876,7541.3717518559015,11.80095483842669,6688.576935288775,1495.2295945431624,11.860690405956236,-10.07033266450369,0.0,0.6567989435271334,DEFAULTED,3.223901387176937,Bankruptcy,2021-07-23 00:00:00,644.0972182820253,
1635259.121971097,14705.413027632558,0.1679844527682689,A,50.730046904119945,11.277310770524071,,-24.62811828423789,24751.25518466276,-32.81156004917756,898.2064653170683,2347.375672195234,6.545535182196277,-3.055453454940166,0.0,1.5531268791809714,COMPLETED,3.238093579527531,PartialSettlement,2021-05-27 00:00:00,-34.94114344164518,
1567492.0281131389,22166.15263073891,0.14736657955231128,A,64.32639996174974,10.731105481598064,,14.436446739329625,-304.5636177329234,-124.69229695743485,9080.024206524095,800.5852208089472,1.5713859549409221,-3.2433719985476492,0.0,2.7217386750078507,CHARGEOFF,3.132279075587579,PartialSettlement,2022-02-10 00:00:00,374.450718083785,
1716151.402812226,17050.475943659814,0.13624103617146185,B,56.52593305969513,9.667629940889258,,7.143414659318393,14923.905285816538,-45.40675516732871,8962.743829204897,265.5628987911123,1.3429338843023093,5.959584292985632,0.0,0.6841481506386882,CURRENT,2.9061802434841786,PaidInFull,2022-03-01 00:00:00,-221.44817823923415,
1505028.930557102,3800.9917384389555,0.14626924211962414,B,38.38952552579181,8.477554911881137,,-10.092214937157529,1350.227954916687,0.6077733209963583,1793.1107622012212,216.5795850516281,-0.28515708344964374,6.986000335408823,0.0,2.387685776629228,CURRENT,2.640814131167158,PartialSettlement,2021-11-29 00:00:00,457.8711301323598,
1573312.1936015254,19482.993020276394,0.1491167112553917,A,53.912434763397286,5.062121847208228,,-9.510751450243745,13508.290526550298,-4.074382890670407,-4624.884844341303,1080.9866319247114,7.289717813627057,-4.949948897360434,0.0,0.6880867200298035,CANCELLED,2.1778060790104803,PartialSettlement,2022-02-06 00:00:00,495.00666581201807,
1524011.8231292178,7206.111215155234,0.15805823541467412,D,62.35333739721851,9.353103318087852,,3.7065915993877114,8201.510856972593,-30.34699857404447,5678.2803202073155,-969.256126289049,11.024539367659006,3.8881504191064367,0.0,1.9798307655996494,CHARGEOFF,2.933626548610027,,2021-10-31 00:00:00,215.24690660942792,
1537081.0722662266,20992.649635703216,0.197773138002209,E,37.224649287681046,13.404674680321147,,0.6098839620960209,10439.072429296008,-36.40508828738463,6892.00312253582,960.600264559215,-0.034237749218593905,3.3904970121210125,0.0,2.330293480651779,CANCELLED,2.3665423530244163,PaidInFull,2021-11-25 00:00:00,165.10368138804404,
1582608.726702175,23140.095827516307,0.08950544271907451,C,15.062575670364257,11.756008162991625,,-3.577915567589918,14899.990220948108,-164.38149471982138,-2384.5828737170536,366.4732296563851,2.608863844911241,-0.8084748119631168,0.0,2.119482768402134,CURRENT,2.043739725060507,,2021-12-31 00:00:00,-146.1819897261604,
1606120.2712049654,7912.641676820347,0.07265546187311084,HR,29.45576079029226,8.417000850308769,,15.819145813791575,11397.191885690203,15.36198286303464,1526.1034029585903,2022.5246798902315,3.16333340397182,-0.39115646495386047,0.0,0.8837086270636975,COMPLETED,2.5214759222144663,Bankruptcy,2022-02-05 00:00:00,-412.21262445117065,
1597317.543048307,15718.118932062538,0.12485071568910673,A,48.10962413101585,8.040425827831172,,19.412887296525277,10183.091217386149,-63.75102460121119,7880.52537326432,400.830801339959,0.687442972074849,12.270377324904606,0.0,0.6797061357162717,COMPLETED,2.936630355607249,Deceased,2022-02-28 00:00:00,393.4879004047186,
1526408.2187770512,-304.91319486182874,0.042853407135892946,HR,40.43919771265371,12.29557348878122,,19.210964520447437,19167.29284776635,-52.60816848892809,6538.91056094663,657.6831890079217,2.39393660043877,-4.6127789020305325,0.0,1.9642650098121863,CANCELLED,3.235465055049734,PaidInFull,2021-07-01 00:00:00,118.59915092368178,
1544826.03107131,12385.274616955663,0.21658979913748497,A,42.87368698714115,3.0533615706308854,,4.096577026344066,2638.304014098493,-112.67988923119869,8803.416009808912,2090.278738283798,5.748164470707838,13.14412164308874,0.0,0.6863964413330808,CURRENT,2.3416497908905427,Bankruptcy,2022-01-19 00:00:00,326.89567948705354,
1463926.5865038012,-1795.127823105062,0.15879756824710567,E,33.94792131411538,0.5823080899583521,,-8.909024888942653,-6934.199686267257,-34.47808851047301,6207.780873955937,1572.6305296284545,3.987297585824798,0.4628699182676879,0.0,2.1099842352861846,CANCELLED,3.958513295337764,PaidInFull,2021-06-27 00:00:00,458.1863792876193,
1618930.190639445,11514.62012644042,0.11938483086460047,HR,30.50155275199119,7.193472609892049,,-2.94630180798012,21095.517634459364,-65.96555522092085,5393.061446892389,1125.2213951175381,1.8530913051975704,2.26851744867147,0.0,-0.686534046299869,CURRENT,2.4886576623014274,Deceased,2021-10-30 00:00:00,108.41115360332466,
1640393.5229778439,4162.785554377479,0.10457170095867716,C,51.554925109745156,5.776486869065935,,5.058527289865205,12198.331033847157,-71.93736240119443,-6532.076111031138,1209.220069643742,-3.5443982465875457,0.8538327239868749,0.0,3.3820223668073615,CANCELLED,2.5584006450706687,Deceased,2021-04-13 00:00:00,-80.7046312743903,
1522856.9430606845,-1729.2246325022352,0.12732414512653448,AA,34.28058095593112,1.2991636405171656,,-15.120505132392868,2478.327645668138,-121.34624528641649,2597.143086725224,2169.4349187131365,-4.563674164863894,13.22293409728414,0.0,2.0970639304870753,CURRENT,3.773547263879375,PaidInFull,2022-02-02 00:00:00,158.41869835994135,
1610974.5475086211,23485.572157977116,0.1703153398333276,D,54.87935103731438,3.6773498651807683,,11.516538004687408,10498.289093196378,-47.36023822530311,2901.7914981983063,1848.0286131466073,6.826574300997153,-0.5126045219361851,0.0,3.1620407857242334,CURRENT,2.720549827189875,Bankruptcy,2021-09-11 00:00:00,48.58934130598709,
1615635.3608891969,8050.518579394763,0.10598293017404625,HR,47.14163732993286,6.369661221076167,,10.139850974867151,4339.744994687829,-25.284971035139165,1170.230700132725,403.71035402043924,1.388728566409528,5.693647209416007,0.0,0.22911521642012578,CURRENT,3.298333478327554,PaidInFull,2021-07-14 00:00:00,191.5435027138988,
